,endTime,artistName,trackName,msPlayed,name,release_date,duration_ms,explicit,popularity,uri,details
2949,2022-01-17 12:53,Lewis Capaldi,Before You Go,215107,Before You Go,2019-11-22,215106,False,83,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,"{'name': 'Before You Go', 'release_date': '2019-11-22', 'duration_ms': 215106, 'explicit': False, 'popularity': 83, 'uri': 'spotify:track:2gMXnyrvIjhVBUZwvLZDMP'}"
1317,2022-07-15 12:59,Lewis Capaldi,Grace,84065,Grace,2019-05-17,185657,False,73,spotify:track:0pEkK8MqbmGSX7fT8WLMbR,"{'name': 'Grace', 'release_date': '2019-05-17', 'duration_ms': 185657, 'explicit': False, 'popularity': 73, 'uri': 'spotify:track:0pEkK8MqbmGSX7fT8WLMbR'}"
4855,2022-10-17 22:52,Lewis Capaldi,Someone You Loved,5898,Someone You Loved,2019-05-17,182160,False,87,spotify:track:7qEHsqek33rTcFNT9PFqLf,"{'name': 'Someone You Loved', 'release_date': '2019-05-17', 'duration_ms': 182160, 'explicit': False, 'popularity': 87, 'uri': 'spotify:track:7qEHsqek33rTcFNT9PFqLf'}"
2443,2022-08-20 07:17,Lexi Jayde,hate to be you,182946,hate to be you,2022-05-26,182946,True,54,spotify:track:4B8xshUQgezhJ8i8HWhHR1,"{'name': 'hate to be you', 'release_date': '2022-05-26', 'duration_ms': 182946, 'explicit': True, 'popularity': 54, 'uri': 'spotify:track:4B8xshUQgezhJ8i8HWhHR1'}"
3525,2022-09-17 14:46,Lia Pappas-Kemps,Jinx,212330,Jinx,2021-12-10,212330,False,55,spotify:track:1jlwVdghHRjWUKkP6W1uFB,"{'name': 'Jinx', 'release_date': '2021-12-10', 'duration_ms': 212330, 'explicit': False, 'popularity': 55, 'uri': 'spotify:track:1jlwVdghHRjWUKkP6W1uFB'}"
832,2021-12-17 18:15,Liam Payne,Naughty List (with Dixie),154747,Naughty List (with Dixie),2020-10-30,154746,False,69,spotify:track:2Y0ktCGrGoGcQFXsGztvhi,"{'name': 'Naughty List (with Dixie)', 'release_date': '2020-10-30', 'duration_ms': 154746, 'explicit': False, 'popularity': 69, 'uri': 'spotify:track:2Y0ktCGrGoGcQFXsGztvhi'}"
5870,2022-11-09 16:52,Liana Flores,rises the moon,3190,rises the moon,2019-04-10,161929,False,84,spotify:track:51Grh1RyUDcMBbpuyUIUHI,"{'name': 'rises the moon', 'release_date': '2019-04-10', 'duration_ms': 161929, 'explicit': False, 'popularity': 84, 'uri': 'spotify:track:51Grh1RyUDcMBbpuyUIUHI'}"
4284,2022-10-03 11:16,Lil Nas X,THATS WHAT I WANT,143901,THATS WHAT I WANT,2021-09-17,143901,True,85,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,"{'name': 'THATS WHAT I WANT', 'release_date': '2021-09-17', 'duration_ms': 143901, 'explicit': True, 'popularity': 85, 'uri': 'spotify:track:0e8nrvls4Qqv5Rfa2UhqmO'}"
6350,2022-03-20 18:47,Lil Nas X,Old Town Road - Remix,8371,Old Town Road - Remix,2019-06-21,157066,False,78,spotify:track:2YpeDb67231RjR0MgVLzsG,"{'name': 'Old Town Road - Remix', 'release_date': '2019-06-21', 'duration_ms': 157066, 'explicit': False, 'popularity': 78, 'uri': 'spotify:track:2YpeDb67231RjR0MgVLzsG'}"
5855,2022-11-09 16:42,Lil Uzi Vert,Just Wanna Rock,123890,Just Wanna Rock,2022-10-17,123890,True,90,spotify:track:4FyesJzVpA39hbYvcseO2d,"{'name': 'Just Wanna Rock', 'release_date': '2022-10-17', 'duration_ms': 123890, 'explicit': True, 'popularity': 90, 'uri': 'spotify:track:4FyesJzVpA39hbYvcseO2d'}"
370,2021-12-13 15:55,Lily Allen,Air Balloon,1000,Air Balloon,2014-01-20,228349,False,41,spotify:track:1DIS8YXZKxePLmY7Z8UC4I,"{'name': 'Air Balloon', 'release_date': '2014-01-20', 'duration_ms': 228349, 'explicit': False, 'popularity': 41, 'uri': 'spotify:track:1DIS8YXZKxePLmY7Z8UC4I'}"
655,2021-12-15 15:18,Lily Allen,Somewhere Only We Know,860,Somewhere Only We Know,2014-05-02,208504,False,62,spotify:track:6nYEkOrpEjeNV3MBLwoZBG,"{'name': 'Somewhere Only We Know', 'release_date': '2014-05-02', 'duration_ms': 208504, 'explicit': False, 'popularity': 62, 'uri': 'spotify:track:6nYEkOrpEjeNV3MBLwoZBG'}"
3401,2022-01-19 23:44,Lily Allen,Fuck You,219893,Fuck You,2008-12-02,219893,True,60,spotify:track:4XE98WRGbBGRZ7jQ9wIwFt,"{'name': 'Fuck You', 'release_date': '2008-12-02', 'duration_ms': 219893, 'explicit': True, 'popularity': 60, 'uri': 'spotify:track:4XE98WRGbBGRZ7jQ9wIwFt'}"
1392,2021-12-21 16:38,Lily James,Mamma Mia,33837,Mamma Mia,2018-07-13,159626,False,58,spotify:track:717z018DWodjJnW6DE7t4z,"{'name': 'Mamma Mia', 'release_date': '2018-07-13', 'duration_ms': 159626, 'explicit': False, 'popularity': 58, 'uri': 'spotify:track:717z018DWodjJnW6DE7t4z'}"
2172,2022-01-07 00:48,Lin-Manuel Miranda,Cabinet Battle 3 - Demo,169293,Cabinet Battle 3 - Demo,2016-12-02,169293,False,39,spotify:track:4igquDw3JmJN6EXFgW3kUA,"{'name': 'Cabinet Battle 3 - Demo', 'release_date': '2016-12-02', 'duration_ms': 169293, 'explicit': False, 'popularity': 39, 'uri': 'spotify:track:4igquDw3JmJN6EXFgW3kUA'}"
1623,2021-12-29 10:29,Lin-Manuel Miranda,In The Heights,461638,In The Heights,2021-06-10,461638,False,54,spotify:track:7oMr1IBlYwnb1jZh6of8kN,"{'name': 'In The Heights', 'release_date': '2021-06-10', 'duration_ms': 461638, 'explicit': False, 'popularity': 54, 'uri': 'spotify:track:7oMr1IBlYwnb1jZh6of8kN'}"
215,2021-12-10 13:45,Lin-Manuel Miranda,Warrior Face - Outtake,136680,Warrior Face - Outtake,2016-11-18,136680,False,38,spotify:track:2m7EWjTKCfNqrAdL1FSpd4,"{'name': 'Warrior Face - Outtake', 'release_date': '2016-11-18', 'duration_ms': 136680, 'explicit': False, 'popularity': 38, 'uri': 'spotify:track:2m7EWjTKCfNqrAdL1FSpd4'}"
6383,2022-03-22 00:06,Lin-Manuel Miranda,"Aaron Burr, Sir",156631,"Aaron Burr, Sir",2015-09-25,156630,False,67,spotify:track:6dr7ekfhlbquvsVY8D7gyk,"{'name': 'Aaron Burr, Sir', 'release_date': '2015-09-25', 'duration_ms': 156630, 'explicit': False, 'popularity': 67, 'uri': 'spotify:track:6dr7ekfhlbquvsVY8D7gyk'}"
6385,2022-03-22 00:13,Lin-Manuel Miranda,The Story of Tonight,91981,The Story of Tonight,2015-09-25,91980,False,65,spotify:track:0NJWhm3hUwIZSy5s0TGJ8q,"{'name': 'The Story of Tonight', 'release_date': '2015-09-25', 'duration_ms': 91980, 'explicit': False, 'popularity': 65, 'uri': 'spotify:track:0NJWhm3hUwIZSy5s0TGJ8q'}"
6389,2022-03-22 00:22,Lin-Manuel Miranda,Right Hand Man,321697,Right Hand Man,2015-09-25,321696,True,65,spotify:track:3nJYcY9yvKP8Oi2Ml8brXt,"{'name': 'Right Hand Man', 'release_date': '2015-09-25', 'duration_ms': 321696, 'explicit': True, 'popularity': 65, 'uri': 'spotify:track:3nJYcY9yvKP8Oi2Ml8brXt'}"
6384,2022-03-22 00:11,Lin-Manuel Miranda,My Shot,333154,My Shot,2015-09-25,333154,True,68,spotify:track:4cxvludVmQxryrnx1m9FqL,"{'name': 'My Shot', 'release_date': '2015-09-25', 'duration_ms': 333154, 'explicit': True, 'popularity': 68, 'uri': 'spotify:track:4cxvludVmQxryrnx1m9FqL'}"
5986,2022-03-10 17:22,Lin-Manuel Miranda,Piragua,102184,Piragua,2021-06-10,102184,False,46,spotify:track:3Zlc3t2z1Fc2GXjbfGgrjG,"{'name': 'Piragua', 'release_date': '2021-06-10', 'duration_ms': 102184, 'explicit': False, 'popularity': 46, 'uri': 'spotify:track:3Zlc3t2z1Fc2GXjbfGgrjG'}"
9276,2022-05-26 12:15,Lin-Manuel Miranda,Meet Me Inside,83632,Meet Me Inside,2015-09-25,83632,False,61,spotify:track:6p7jXaTJdpzGWnOJoK2jYr,"{'name': 'Meet Me Inside', 'release_date': '2015-09-25', 'duration_ms': 83632, 'explicit': False, 'popularity': 61, 'uri': 'spotify:track:6p7jXaTJdpzGWnOJoK2jYr'}"
3319,2022-01-19 22:42,Lin-Manuel Miranda,What the Heck I Gotta Do,2133,What the Heck I Gotta Do,2014-06-19,217013,False,45,spotify:track:2jB8nnyoQnkdgpAYsCldoh,"{'name': 'What the Heck I Gotta Do', 'release_date': '2014-06-19', 'duration_ms': 217013, 'explicit': False, 'popularity': 45, 'uri': 'spotify:track:2jB8nnyoQnkdgpAYsCldoh'}"
1992,2022-08-01 17:16,Lin-Manuel Miranda,The Money,119573,The Money,2014-06-19,119573,False,42,spotify:track:0YqCXca1XcMrj7ZBfN7zn3,"{'name': 'The Money', 'release_date': '2014-06-19', 'duration_ms': 119573, 'explicit': False, 'popularity': 42, 'uri': 'spotify:track:0YqCXca1XcMrj7ZBfN7zn3'}"
3786,2022-01-25 10:28,Lin-Manuel Miranda,Ten Duel Commandments,106646,Ten Duel Commandments,2015-09-25,106646,False,63,spotify:track:3lXyAQ0kekAvY5LodpWmUs,"{'name': 'Ten Duel Commandments', 'release_date': '2015-09-25', 'duration_ms': 106646, 'explicit': False, 'popularity': 63, 'uri': 'spotify:track:3lXyAQ0kekAvY5LodpWmUs'}"
1980,2022-01-04 16:02,Lin-Manuel Miranda,Valley Forge - Demo,128453,Valley Forge - Demo,2016-12-02,166413,True,38,spotify:track:7CZAOaxmSM1RtgxMuGtlpf,"{'name': 'Valley Forge - Demo', 'release_date': '2016-12-02', 'duration_ms': 166413, 'explicit': True, 'popularity': 38, 'uri': 'spotify:track:7CZAOaxmSM1RtgxMuGtlpf'}"
7835,2022-04-26 19:18,Linda Fields,"Shame, Shame, Shame",238973,"Shame, Shame, Shame",2010-03-29,238973,False,49,spotify:track:1cdRKJlpHp273rwdqMRLOr,"{'name': 'Shame, Shame, Shame', 'release_date': '2010-03-29', 'duration_ms': 238973, 'explicit': False, 'popularity': 49, 'uri': 'spotify:track:1cdRKJlpHp273rwdqMRLOr'}"
3832,2022-01-25 23:18,Lindsay Mendez,Before It's Over,6109,Before It's Over,2013-05-21,224280,False,35,spotify:track:5lEE0ObbOEHJOPhwlVDpD7,"{'name': ""Before It's Over"", 'release_date': '2013-05-21', 'duration_ms': 224280, 'explicit': False, 'popularity': 35, 'uri': 'spotify:track:5lEE0ObbOEHJOPhwlVDpD7'}"
3821,2022-01-25 22:58,Lindsay Mendez,Prelude: Take Me Back,7293,Prelude: Take Me Back,2013-05-21,122800,False,26,spotify:track:7ACZZHN2Cheevm4XobxPue,"{'name': 'Prelude: Take Me Back', 'release_date': '2013-05-21', 'duration_ms': 122800, 'explicit': False, 'popularity': 26, 'uri': 'spotify:track:7ACZZHN2Cheevm4XobxPue'}"
3831,2022-01-25 23:03,Lindsay Mendez,First Date / Last Night,221480,First Date / Last Night,2013-05-21,221480,False,41,spotify:track:7ixcGQpg17q5a8F8V5pCje,"{'name': 'First Date / Last Night', 'release_date': '2013-05-21', 'duration_ms': 221480, 'explicit': False, 'popularity': 41, 'uri': 'spotify:track:7ixcGQpg17q5a8F8V5pCje'}"
3826,2022-01-25 22:59,Lindsay Mendez,Nothing Short of Wonderful,3968,Nothing Short of Wonderful,2013-05-21,160506,False,32,spotify:track:4pCjJwT9awZET9nxZPuRGa,"{'name': 'Nothing Short of Wonderful', 'release_date': '2013-05-21', 'duration_ms': 160506, 'explicit': False, 'popularity': 32, 'uri': 'spotify:track:4pCjJwT9awZET9nxZPuRGa'}"
3829,2022-01-25 22:59,Lindsay Mendez,Come to a Party - Reprise,5604,Come to a Party - Reprise,2013-05-21,54400,False,24,spotify:track:78GfzmpKkBkp4Rk2InkINw,"{'name': 'Come to a Party - Reprise', 'release_date': '2013-05-21', 'duration_ms': 54400, 'explicit': False, 'popularity': 24, 'uri': 'spotify:track:78GfzmpKkBkp4Rk2InkINw'}"
3824,2022-01-25 22:59,Lindsay Mendez,Pretty Funny,10468,Pretty Funny,2013-05-21,289866,False,40,spotify:track:25zjYcaSxm1k0jvhh3XJNa,"{'name': 'Pretty Funny', 'release_date': '2013-05-21', 'duration_ms': 289866, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:25zjYcaSxm1k0jvhh3XJNa'}"
249,2021-12-10 20:22,Lindsey Stirling,Artemis,163963,Artemis,2019-09-06,233953,False,50,spotify:track:4NqhgFyX3MHbRT3OfGFGW7,"{'name': 'Artemis', 'release_date': '2019-09-06', 'duration_ms': 233953, 'explicit': False, 'popularity': 50, 'uri': 'spotify:track:4NqhgFyX3MHbRT3OfGFGW7'}"
3511,2022-01-21 18:20,Lindsey Stirling,Lose You Now,998,Lose You Now,2021-01-15,193394,False,53,spotify:track:2wwzGBhDWfZveGjpxj5be7,"{'name': 'Lose You Now', 'release_date': '2021-01-15', 'duration_ms': 193394, 'explicit': False, 'popularity': 53, 'uri': 'spotify:track:2wwzGBhDWfZveGjpxj5be7'}"
2886,2022-01-16 14:04,Lindsey Stirling,Carol Of The Bells,166093,Carol Of The Bells,2018-10-19,166093,False,70,spotify:track:0byPyCPX9mfGMiAGVZxasq,"{'name': 'Carol Of The Bells', 'release_date': '2018-10-19', 'duration_ms': 166093, 'explicit': False, 'popularity': 70, 'uri': 'spotify:track:0byPyCPX9mfGMiAGVZxasq'}"
7276,2022-04-11 11:07,Lingthusiasm - A podcast that's enthusiastic about linguistics,"65: Knowledge is power, copulas are fun",61270,Knowledge Is Power,2019-12-25,181488,True,39,spotify:track:1COs28SdEjSumIzO4HiOJn,"{'name': 'Knowledge Is Power', 'release_date': '2019-12-25', 'duration_ms': 181488, 'explicit': True, 'popularity': 39, 'uri': 'spotify:track:1COs28SdEjSumIzO4HiOJn'}"
7123,2022-04-07 21:36,Lingthusiasm - A podcast that's enthusiastic about linguistics,03: Arrival of the Linguists - Review of the Alien Linguistics Movie,1908581,Kid With A Lion's Heart,2022-07-22,226103,False,35,spotify:track:58SJKfVLc5pUymDHiESFYy,"{'name': ""Kid With A Lion's Heart"", 'release_date': '2022-07-22', 'duration_ms': 226103, 'explicit': False, 'popularity': 35, 'uri': 'spotify:track:58SJKfVLc5pUymDHiESFYy'}"
7121,2022-04-07 20:11,Lingthusiasm - A podcast that's enthusiastic about linguistics,"66: Word order, we love",2003641,Kid With A Lion's Heart,2022-07-22,226103,False,35,spotify:track:58SJKfVLc5pUymDHiESFYy,"{'name': ""Kid With A Lion's Heart"", 'release_date': '2022-07-22', 'duration_ms': 226103, 'explicit': False, 'popularity': 35, 'uri': 'spotify:track:58SJKfVLc5pUymDHiESFYy'}"
7498,2022-04-19 20:34,Lingthusiasm - A podcast that's enthusiastic about linguistics,64: Making speech visible with spectrograms,1161040,spect,2022-04-11,240837,True,30,spotify:track:54iS0a7YZ1KcmGViVU9p3A,"{'name': 'spect', 'release_date': '2022-04-11', 'duration_ms': 240837, 'explicit': True, 'popularity': 30, 'uri': 'spotify:track:54iS0a7YZ1KcmGViVU9p3A'}"
7122,2022-04-07 20:53,Lingthusiasm - A podcast that's enthusiastic about linguistics,"02: Pronouns. Little words, big jobs",2021198,Lingo,2022-10-20,173309,True,50,spotify:track:34WHnbqTk3v4BMVc1hfoxJ,"{'name': 'Lingo', 'release_date': '2022-10-20', 'duration_ms': 173309, 'explicit': True, 'popularity': 50, 'uri': 'spotify:track:34WHnbqTk3v4BMVc1hfoxJ'}"
135,2021-12-09 15:56,Little Mix,Confetti,64202,Confetti (feat. Saweetie),2021-11-11,185374,True,62,spotify:track:4oXV7uPMrMNSZfLMYtiqIX,"{'name': 'Confetti (feat. Saweetie)', 'release_date': '2021-11-11', 'duration_ms': 185374, 'explicit': True, 'popularity': 62, 'uri': 'spotify:track:4oXV7uPMrMNSZfLMYtiqIX'}"
1268,2022-07-14 14:52,Little Mix,Secret Love Song (feat. Jason Derulo),911,Secret Love Song (feat. Jason Derulo),2015-11-06,249810,False,77,spotify:track:6KHL1En9v6iNWjcs44mcmU,"{'name': 'Secret Love Song (feat. Jason Derulo)', 'release_date': '2015-11-06', 'duration_ms': 249810, 'explicit': False, 'popularity': 77, 'uri': 'spotify:track:6KHL1En9v6iNWjcs44mcmU'}"
6862,2022-04-01 08:48,Little Mix,Salute,55267,Salute,2013-11-11,236013,False,64,spotify:track:1iupzLgX4O0Qosb4yDpYoz,"{'name': 'Salute', 'release_date': '2013-11-11', 'duration_ms': 236013, 'explicit': False, 'popularity': 64, 'uri': 'spotify:track:1iupzLgX4O0Qosb4yDpYoz'}"
4441,2022-02-05 18:38,Little Mix,Hair (feat. Sean Paul),4534,Hair (feat. Sean Paul),2015-11-06,235127,False,60,spotify:track:28STRBEo3Gp4EthtSk4MGW,"{'name': 'Hair (feat. Sean Paul)', 'release_date': '2015-11-06', 'duration_ms': 235127, 'explicit': False, 'popularity': 60, 'uri': 'spotify:track:28STRBEo3Gp4EthtSk4MGW'}"
4502,2022-02-06 20:56,Little Mix,Wings,221720,Wings,2012-11-19,221720,False,67,spotify:track:3180WDzph4WrS4sLSNcGfa,"{'name': 'Wings', 'release_date': '2012-11-19', 'duration_ms': 221720, 'explicit': False, 'popularity': 67, 'uri': 'spotify:track:3180WDzph4WrS4sLSNcGfa'}"
58,2021-12-08 13:20,Little Mix,Black Magic,211786,Black Magic,2015-11-06,211786,False,74,spotify:track:6rmXhRIemCTPyMYZRDN7Qg,"{'name': 'Black Magic', 'release_date': '2015-11-06', 'duration_ms': 211786, 'explicit': False, 'popularity': 74, 'uri': 'spotify:track:6rmXhRIemCTPyMYZRDN7Qg'}"
2587,2022-01-13 11:20,Little Mix,Shout Out to My Ex,246240,Shout Out to My Ex,2016-11-18,246240,False,74,spotify:track:0ErK6K0kYr0Ow2RkPMhmMs,"{'name': 'Shout Out to My Ex', 'release_date': '2016-11-18', 'duration_ms': 246240, 'explicit': False, 'popularity': 74, 'uri': 'spotify:track:0ErK6K0kYr0Ow2RkPMhmMs'}"
4719,2022-10-14 13:22,Little Simz,Woman,25067,Woman,2021-09-03,269413,True,61,spotify:track:60GM1mA58L7SYD1bLQXBho,"{'name': 'Woman', 'release_date': '2021-09-03', 'duration_ms': 269413, 'explicit': True, 'popularity': 61, 'uri': 'spotify:track:60GM1mA58L7SYD1bLQXBho'}"
8522,2022-05-10 13:48,Liv Dawson,I Like You,189600,I Like You,2018-11-16,189600,False,30,spotify:track:4ttOWrMcp8B1smQt17JjDb,"{'name': 'I Like You', 'release_date': '2018-11-16', 'duration_ms': 189600, 'explicit': False, 'popularity': 30, 'uri': 'spotify:track:4ttOWrMcp8B1smQt17JjDb'}"
7367,2022-04-13 14:23,Liv Dawson,Trust Issues,206526,Trust Issues,2020-11-11,206526,False,37,spotify:track:2ZkiKWAg4wOZHg0oX28lGL,"{'name': 'Trust Issues', 'release_date': '2020-11-11', 'duration_ms': 206526, 'explicit': False, 'popularity': 37, 'uri': 'spotify:track:2ZkiKWAg4wOZHg0oX28lGL'}"
6491,2022-11-23 10:37,Liz Lawrence,What People Do,174802,What People Do,2019-10-25,174802,False,31,spotify:track:4KoYtFtG2itQDGBDWLkygK,"{'name': 'What People Do', 'release_date': '2019-10-25', 'duration_ms': 174802, 'explicit': False, 'popularity': 31, 'uri': 'spotify:track:4KoYtFtG2itQDGBDWLkygK'}"
2406,2022-01-11 13:54,Lizard Boy Original Cast,A Terrible Ride,1858,A Terrible Ride,2015-10-25,150028,False,41,spotify:track:2U9OKWB2i9XEfYXXvC5OQ9,"{'name': 'A Terrible Ride', 'release_date': '2015-10-25', 'duration_ms': 150028, 'explicit': False, 'popularity': 41, 'uri': 'spotify:track:2U9OKWB2i9XEfYXXvC5OQ9'}"
1023,2022-07-10 16:07,Lizzo,About Damn Time,191822,About Damn Time,2022-04-14,191822,True,86,spotify:track:1PckUlxKqWQs3RlWXVBLw3,"{'name': 'About Damn Time', 'release_date': '2022-04-14', 'duration_ms': 191822, 'explicit': True, 'popularity': 86, 'uri': 'spotify:track:1PckUlxKqWQs3RlWXVBLw3'}"
3465,2022-09-15 13:28,Lizzo,Rumors (feat. Cardi B),172832,Rumors (feat. Cardi B),2021-08-13,172832,True,71,spotify:track:6KgtcmCF9Ky68XC7ezxl3s,"{'name': 'Rumors (feat. Cardi B)', 'release_date': '2021-08-13', 'duration_ms': 172832, 'explicit': True, 'popularity': 71, 'uri': 'spotify:track:6KgtcmCF9Ky68XC7ezxl3s'}"
54,2021-12-08 13:08,Lizzo,Juice,195144,Juice,2019-04-19,195144,True,75,spotify:track:0k664IuFwVP557Gnx7RhIl,"{'name': 'Juice', 'release_date': '2019-04-19', 'duration_ms': 195144, 'explicit': True, 'popularity': 75, 'uri': 'spotify:track:0k664IuFwVP557Gnx7RhIl'}"
3440,2022-09-14 22:15,Lizzo,2 Be Loved (Am I Ready),0,2 Be Loved (Am I Ready),2022-07-15,187107,False,82,spotify:track:2rmwqU7yzTvzkiaRV53DpT,"{'name': '2 Be Loved (Am I Ready)', 'release_date': '2022-07-15', 'duration_ms': 187107, 'explicit': False, 'popularity': 82, 'uri': 'spotify:track:2rmwqU7yzTvzkiaRV53DpT'}"
1066,2022-07-10 18:17,Lizzo,Good as Hell (feat. Ariana Grande),159011,Good as Hell (feat. Ariana Grande) - Remix,2016,159011,False,65,spotify:track:07Oz5StQ7GRoygNLaXs2pd,"{'name': 'Good as Hell (feat. Ariana Grande) - Remix', 'release_date': '2016', 'duration_ms': 159011, 'explicit': False, 'popularity': 65, 'uri': 'spotify:track:07Oz5StQ7GRoygNLaXs2pd'}"
55,2021-12-08 13:10,Lizzo,Truth Hurts,173325,Truth Hurts,2019-04-19,173325,True,75,spotify:track:3HWzoMvoF3TQfYg4UPszDq,"{'name': 'Truth Hurts', 'release_date': '2019-04-19', 'duration_ms': 173325, 'explicit': True, 'popularity': 75, 'uri': 'spotify:track:3HWzoMvoF3TQfYg4UPszDq'}"
5263,2022-02-25 08:51,Lizzy McAlpine,Pancakes for Dinner,0,Pancakes for Dinner,2020-08-13,235035,False,65,spotify:track:1WThEmIxSyaqG6fVsyCmcL,"{'name': 'Pancakes for Dinner', 'release_date': '2020-08-13', 'duration_ms': 235035, 'explicit': False, 'popularity': 65, 'uri': 'spotify:track:1WThEmIxSyaqG6fVsyCmcL'}"
5272,2022-02-25 09:50,Lizzy McAlpine,Apple Pie,259166,Apple Pie,2020-08-13,259165,False,62,spotify:track:0zLnAV1lYEhVnKk3ITmCym,"{'name': 'Apple Pie', 'release_date': '2020-08-13', 'duration_ms': 259165, 'explicit': False, 'popularity': 62, 'uri': 'spotify:track:0zLnAV1lYEhVnKk3ITmCym'}"
5281,2022-02-25 10:25,Lizzy McAlpine,To the Mountains,193800,To the Mountains,2020-08-13,193800,False,63,spotify:track:4jLxibvYRtzEAiTDvbL9fO,"{'name': 'To the Mountains', 'release_date': '2020-08-13', 'duration_ms': 193800, 'explicit': False, 'popularity': 63, 'uri': 'spotify:track:4jLxibvYRtzEAiTDvbL9fO'}"
3836,2022-01-26 10:10,London Grammar,Lose Your Head,12293,Lose Your Head,2021-04-16,199996,False,51,spotify:track:2kU6bMVN21UbJ425q1yIKR,"{'name': 'Lose Your Head', 'release_date': '2021-04-16', 'duration_ms': 199996, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:2kU6bMVN21UbJ425q1yIKR'}"
6508,2022-11-23 11:11,Lonely God,Marlboro Nights,27321,Marlboro Nights,2018-06-28,68522,False,76,spotify:track:755inykyaG4w22GWAsA3MX,"{'name': 'Marlboro Nights', 'release_date': '2018-06-28', 'duration_ms': 68522, 'explicit': False, 'popularity': 76, 'uri': 'spotify:track:755inykyaG4w22GWAsA3MX'}"
5971,2022-11-12 13:55,Lord Huron,Not Dead Yet,11776,Not Dead Yet,2021-02-19,177366,False,57,spotify:track:5NRbNXwXHM9mYgxMhzVWTP,"{'name': 'Not Dead Yet', 'release_date': '2021-02-19', 'duration_ms': 177366, 'explicit': False, 'popularity': 57, 'uri': 'spotify:track:5NRbNXwXHM9mYgxMhzVWTP'}"
118,2021-12-09 12:34,Loreen,Euphoria,214133,Euphoria,2012-10-19,214133,False,63,spotify:track:2knr7ikPt4l7bk92qS4ZXW,"{'name': 'Euphoria', 'release_date': '2012-10-19', 'duration_ms': 214133, 'explicit': False, 'popularity': 63, 'uri': 'spotify:track:2knr7ikPt4l7bk92qS4ZXW'}"
4676,2022-10-13 17:44,Loren Allred,Never Enough,850,Never Enough,2017-12-08,207786,False,74,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J,"{'name': 'Never Enough', 'release_date': '2017-12-08', 'duration_ms': 207786, 'explicit': False, 'popularity': 74, 'uri': 'spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J'}"
7074,2022-12-07 16:52,Lorez Alexandria,Give Me The Simple Life,140520,Give Me The Simple Life,1964-01-01,140520,False,59,spotify:track:7Kc3hZoCRTs5dNHU7GqT9x,"{'name': 'Give Me The Simple Life', 'release_date': '1964-01-01', 'duration_ms': 140520, 'explicit': False, 'popularity': 59, 'uri': 'spotify:track:7Kc3hZoCRTs5dNHU7GqT9x'}"
4635,2022-10-11 22:18,Los Muppets,The Muppet Show Theme Los Muppets,68466,The Muppet Show Theme Los Muppets,2014-01-01,68466,False,20,spotify:track:07y0EJVKRtHNxv9ZkN9zSf,"{'name': 'The Muppet Show Theme Los Muppets', 'release_date': '2014-01-01', 'duration_ms': 68466, 'explicit': False, 'popularity': 20, 'uri': 'spotify:track:07y0EJVKRtHNxv9ZkN9zSf'}"
8848,2022-05-16 17:33,Lost Frequencies,Are You With Me - Radio Edit,138013,Are You With Me - Radio Edit,2016-10-21,138013,False,58,spotify:track:6zdArlh7xbeWvrLtTkKRFV,"{'name': 'Are You With Me - Radio Edit', 'release_date': '2016-10-21', 'duration_ms': 138013, 'explicit': False, 'popularity': 58, 'uri': 'spotify:track:6zdArlh7xbeWvrLtTkKRFV'}"
8843,2022-05-16 17:17,Lost Frequencies,Are You With Me,18914,Are You With Me - Radio Edit,2016-10-21,138013,False,58,spotify:track:6zdArlh7xbeWvrLtTkKRFV,"{'name': 'Are You With Me - Radio Edit', 'release_date': '2016-10-21', 'duration_ms': 138013, 'explicit': False, 'popularity': 58, 'uri': 'spotify:track:6zdArlh7xbeWvrLtTkKRFV'}"
8853,2022-05-16 17:46,Lost Frequencies,Crazy,153391,Crazy,2017-11-24,153391,False,40,spotify:track:3YWfH9j3NKNeBsO0EBo6zP,"{'name': 'Crazy', 'release_date': '2017-11-24', 'duration_ms': 153391, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:3YWfH9j3NKNeBsO0EBo6zP'}"
2131,2022-01-06 17:51,Lost Frequencies,Where Are You Now,148197,Where Are You Now,2021-07-30,148197,False,87,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"{'name': 'Where Are You Now', 'release_date': '2021-07-30', 'duration_ms': 148197, 'explicit': False, 'popularity': 87, 'uri': 'spotify:track:3uUuGVFu1V7jTQL60S1r8z'}"
8858,2022-05-16 18:14,Lost Frequencies,Reality,7094,Reality,2016-10-21,159480,False,50,spotify:track:3AByU7TD4ZTwCKTx3YTnMD,"{'name': 'Reality', 'release_date': '2016-10-21', 'duration_ms': 159480, 'explicit': False, 'popularity': 50, 'uri': 'spotify:track:3AByU7TD4ZTwCKTx3YTnMD'}"
